Subject Code,Course Title,Description
English Literature,Thesis Defense,"Demonstrate Knowledge In Research Methods.
Possess Oral And Written Communication Skills.
Apply Christian Worldview To Writing.
Create And Defend A Clear And Effective Thesis Within The Student’s Field Of Study."
English Literature,Gender and Race in Literature and Film,"Demonstrate Awareness Of The Scope And Variety Of Works In The Arts And Humanities.
Understand Those Works As Expressions Of Individual And Human Values Within An Historical And Social Context.
Respond Critically To Works In The Arts And Humanities.
Engage In The Creative Process Or Interpretive Performance.
Articulate An Informed Personal Reaction To Works In The Arts And Humanities.
Students Will Make New Discoveries About Familiar Works From The Narrative Arts; Understand The Complex Legacies Of Racist And Sexist Tropes Underlying The Conventions Of Popular Genres (E.G., The Western, The Buddy Movie, Sci-Fi, The Great American Novel, The American Musical, And So On)"
English Literature,Composition II,"Demonstrate Knowledge Of Individual And Collaborative Research Processes.
Develop Ideas And Synthesize Primary And Secondary Sources Within Focused Academic Arguments, Including One Or More Research-Based Essays.
Analyze, Interpret, And Evaluate A Variety Of Texts For The Ethical And Logical Uses Of Evidence.
Write In A Style That Clearly Communicates Meaning, Builds Credibility, And Inspires Belief Or Action.
Apply The Conventions Of Style Manuals For Specific Academic Disciplines (E.G., APA, CMS, MLA, Etc.)."
English Literature,Italian Modern and Contemporary Literature,"Analytical Knowledge Of Significant Works Of Italian Literary Tradition From Unity To The Present Day.
Main Issues Related To The Modern Dynamics Of Literary Experience: Modes And Forms Of Literary Reading; The Narrative Pact; Functions Of Publishing Mediation.
Ability To Examine The Reading List Recognizing The Authorship And Audience Features: Reading Pacts, Role Of Paratexts, Discursive Regime, Space-Time Narrative Coordinates.
Ability To Delineate The Genre System And Its Main Transformations; Ability To Place The Individual Works Correctly; Ability To Describe And Interpret The Paratextual Sections.
Ability To Analyse The Works Comparing Different Critical Interpretations, And To Build Up A Streamlined Bibliography."
English Literature,English II Composition,"Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop The Skills To Access, Utilize, And Evaluate Scholarly Articles.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays.
Develop Knowledge And Understanding Of The APA Guidebook And Citation Process."
English Literature,College Composition,"Identify And Analyze Audience, Author’s Purpose And Tone, Main Ideas, And Supporting Details In Written Text.
Demonstrate Competency In The Writing Process To Produce A Coherent And Organized Essay: Planning, Researching, Drafting, Revising, Editing.
Construct And Support A Thesis Relevant To A Scholarly Conversation With Specific And Appropriate Information.
Utilize Academic Sources To Support Scholarly Discourse And To Cite Sources Following MLA Guidelines.
Students Will Demonstrate Effective Reading And Writing Skills By Using Appropriate Strategies For A Variety Of Rhetorical Purposes And Audiences.
Students Will Identify And Apply Appropriate Quantitative Analytical Methods To Explain Phenomena And Generate Effective Solutions.
Students Will Apply Critical And Creative Thinking Skills To Analyze, Evaluate, And Synthesize Ideas.
Students Will Demonstrate An Understanding Of Diverse Perspectives And Their Influence On Individual, Social, Historical, And Political Events Or On Cultural Expression.
Students Will Demonstrate Effective Information Literacy Skills By Locating, Evaluating, And Effectively And Ethically Using Information To Achieve An Academic Or Professional Purpose
Compose A Coherent Essay, For A Variety Of Rhetorical Contexts, Which Includes A Specific Thesis, Well-Developed Paragraphs, And An Appropriate Organizational Pattern.
Find, Evaluate, Document, And Apply Information From Sources By Using Standard Discipline Conventions And Demonstrating Ethical Standards.
Analyze And Evaluate A Piece Of Writing By Constructing A Wellsupported Response That Synthesizes Ideas From Sources In The Development Of The Students’ Own Ideas And Respects Differing Points Of View.
Students Will Complete The Formal Projects In Stages, Including Critical Reading Assignments, Draft Work And Revision Workshops."
English Literature,Script Analysis,"Students Will Demonstrate Understanding Of The Principles Of Script Analysis Through Discussion, Analytical Writing, And Exams.
Students Will Develop Theatrical Research Skills To Help Inform And Develop Their Script Analysis Process
Each Student Will Apply Their New Skills In Script Analysis And Demonstrate An In-Depth Understanding Of The Assigned Scripts In Class Through Reading, Analysis, And Discussion Of Assigned Creative Texts
The Student Will Illustrate Ability To Effectively Communicate Their Analysis And Artistic Viewpoint Of A Script Or Production Through Exposure To Plays Both In Live Performance And Text Through Written And Verbal Discussion And Written Breakdowns Of Script."
English Literature,British Literature I,"Identify Key Ideas, Representative Authors And Works, Significant Historical Or Cultural Events, And Characteristic Perspectives Or Attitudes Expressed In The Literature Of Different Periods Or Regions.
Analyze Literary Works As Expressions Of Individual Or Communal Values Within The Social, Political, Cultural, Or Religious Contexts Of Different Literary Periods.
Demonstrate Knowledge Of The Development Of Characteristic Forms Or Styles Of Expression During Different Historical Periods Or In Different Regions.
Articulate The Aesthetic Principles That Guide The Scope And Variety Of Works In The Arts And Humanities.
Write Research-Based Critical Papers About The Assigned Readings In Clear And Grammatically Correct Prose, Using Various Critical Approaches To Literature.
Critical Thinking Skills - To Include Creative Thinking, Innovation, Inquiry, And Analysis, Evaluation And Synthesis Of Information
Communication Skills - To Include Effective Development, Interpretation And Expression Of Ideas Through Written, Oral And Visual Communication
Empirical And Quantitative Skills - To Include The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions
Teamwork - To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal
Personal Responsibility - To Include The Ability To Connect Choices, Actions And Consequences To Ethical Decision-Making
Social Responsibility - To Include Intercultural Competence, Knowledge Of Civic Responsibility, And The Ability To Engage Effectively In Regional, National, And Global Communities
Teamwork - To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal"
English Literature,INTERMEDIATE COMPOSITION â€“ CRITICAL THINKING AND ARGUMENT,"Utilize Critical Thinking Strategies, Which Include Constructing Claims, Reasoning Inductively And Deductively, Examining Alternative Points Of View, Analyzing Evidence, Explaining Assumptions, Identifying Formal And Informal Fallacies Of Language And Thought, And Drawing Conclusions.
Research And Evaluate Primary And Secondary Sources, Both Paper And Electronic, And Correctly Integrate Those Sources Into Written Work.
Apply Conceptual And Theoretical Frameworks In Research-Based Essays And An Extended Research Project.
Recognize Claims, Distinguish Legitimate Reasoning From Formal And Informal Fallacies Of Language And Thought, Question The Reliability Of Evidence, And Evaluate Alternative Points Of View And Underlying Assumptions.
Interpret And Appraise The Cultural, Social, And Historical Contexts Of Texts From A Variety Of Disciplines."
English Literature,World Literature and Climate Crisis,"To Introduce Students To Important Texts And Issues That Address The Contemporary Climate Crisis;
To Examine The Multiplicity Of Texts, Genres, Forms And Media That Portray Or Otherwise Respond To This Crisis;
To Consider The Formal And Technical Challenges Presented For Writers And Other Artists By Anthropogenic Global Warming;
To Analyse The Numerous Ways In Which Texts Explore The Origins And Implications Of Climate Crisis;
To Examine The Role Played By Imaginative Texts In Developing Strategies Of Adjustment And Mitigation;
To Consider The Intersection Between Global Warming And Issues Like Empire, Gender And Race
To Analyse The Ways In Which Texts Explore And Interrogate The Category Of ‘The Human’
To Engage Critically With Selected Theoretical And Political Writings On Climate Crisis.
Apply And Evaluate Different Critical And Theoretical Approaches To Texts That Address Climate Crisis And In So Doing Formulate Their Own Distinctive Approaches;
Recognise And Grasp Some Of The Various Features And Innovations Of These Texts At The Level Of Form And Theme;
Demonstrate An Understanding Of The Multiple Forms And Genres Used By Writers And Other Artists To Address The Climate Crisis;
Demonstrate A Thorough Understanding Of The Key Themes Of Crisis, Ecology, The Human, Literary Form And Fossil Fuel Consumption.
Make Informed Critical Judgments About How Texts (Particularly Those That Address The Climate Crisis) Mediate Vital Questions Of Ecological, Social And Political Change;
Analyse Course Texts In A Comprehensive As Well As Socially, Politically And Ecologically Informed Manner;
Identify And Outline Key Problems And Issues In Contemporary World Literature;
Synthesise And Analyse Information About The Climate Crisis;
Evaluate Arguments Advanced By Critics, Literary Theorists, Activists And Practitioners.
Articulate Reasoned Critical Positions In Speech And Writing On The Climate Crisis And On The Ways In Which Its Origins And Ramifications Are Shaped By Texts;
Plan And Execute Independent Research On The Topic;
Make Good Use Of Library, Electronic, And Online Resources Pertaining To The Course;
Interpret And Summarise Information From Different Kinds Of Text;
Retrieve, Sift, Organise, Synthesise And Critically Evaluate Material From A Range Of Different Sources, Including Library, Electronic, And Online Resources;
Produce Written Work That Collects And Integrates Evidence In Order To Formulate A Critical Argument;
Develop And Complete An Effective Research Project."
English Literature,Relationships in Modernity Relationships in Modernity,"Gained An Awareness Of The Selected Theoretical Traditions Through Which This Debate Has Been Generated, And Demonstrated This Understanding Through A Critical Engagement With The Historical And Theoretical Literature.
Have Background In Social Theory On Which To Base Further Research And Study In The Area
Have Experience Of Thinking Systematically About Difficult Intellectual Problems
Have Practice Conducting Research, Speaking Articulately, Writing Clearly And Reading With Attention To Detail
Have Experience With Methods Of Critical Analysis And Argument Employed In This Area Of Social Theory, Leading To Improved General Reasoning And Analytical Skills
Develop An Understanding Of The Major Conceptual Debates Concerning The Meaning Of Relationships In Modernity
Gain An Awareness Of The Selected Philosophical And Theoretical Tradition, Through Which This Debate Has Been Generated.
Develop Skills In Written And Oral Communication
Conduct Independent Research
Make Appropriate Use Of Primary And Secondary Sources In Mounting An Argument
Defensible Judgements Based On A Critical Evaluation Of Conflicting Arguments."
English Literature,Composition I,"Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays.
Students Will Develop Habits Of Mind, Allowing Them To Appreciate The Processes By Which Scholars In Various Disciplines
Students Will Communicate Ideas, Express Feelings And Support Conclusions Effectively In Written, Oral And Visual Formats.
Students Will Consider Different Points Of View And Work Interdependently To Achieve A Shared Purpose Or Goal.
Students Will Develop Habits Of Intellectual Exploration, Personal Responsibility, And Physical Well-Being."
English Literature,Rhetorical Studies,"Understand Rhetoric Historically, Explaining Your Rhetorical Experiences In Context Of Historical Definitions, Concepts, And Debates.
Analyze Rhetorical Situations And Performances Using Classical, Contemporary, And Global Rhetorical Concepts And Strategies.
Evaluate The Ethical And Social Implications Of Rhetorical Choices.
Apply Rhetorical Concepts And Strategies To Your Own Rhetorical Performance.
Communicate To Learn.
Use Communication As A Form Of Inquiry, Invention, And Reflection.
Communicate Flexibly.
Communicate Effectively For Specified Audiences In More Than One Genre, Medium, Or Mode, Such As Written, Oral, Or Visual Modes.
Communicate To Contribute.
Use Formal Communication To Contribute To A Conversation In The Field Of Rhetorical Studies.
Communicate Critically.
Demonstrate Critical Awareness Of The Ethical, Rhetorical, And/Or Ideological Dimensions Of Communicating Within And Across Communities."
English Literature,English Composition I,"Annotate And Summarize A Multi-Page Nonfiction Text, As Well As Paraphrase Marginal Notes; Written Summaries; Topicexcerpts From That Text.
Engage In A Process Of Writing That Includes Brainstorming, Drafting, Incorporating Feedback, Editing, And Proofreading Assignments Or In-Class Activities That Include Assessment Or Grading Of All Steps Of The Writing Process
Produce Multi-Page Essays In Response Essays That Require Analysis, To A Single Text, Using Analysis, Comparison/Contrast, Interpretation, And/Or Comparison/Contrast, Interpretation Argument And Which Will Be Assessed Using A And/Or Argument Common Rubric.
Produce Multi-Page Essays That Synthesize Ideas From Two Or More Related Texts And Integrate Source Material, Including Quotations Essays That Require Analysis, Comparison/Contrast, Interpretation, And/Or Argument And Which Will Be Assessed Using A Common Rubric.
Write Using Complex Sentence Structure, Without A Pattern Of Errors"
English Literature,"Knights, Virgins And Viragos: Chaucer And Medieval Writing","Create An Ability To Write Clearly, Succinctly, Grammatically And Idiomatically.
Analyse An Ability To Discuss Complex Issues With Clarity And Cogency, Both Orally And In Writing.
Apply An Ability To Organise Study Time Effectively.
Analyse An Ability To Understand And Examine Issues Raised By The Interpretation Of Medieval Literature.
Understand An Ability To Think And Speak Cogently About Medieval Literature.
Understand An Ability To Read And Appreciate Middle English"
English Literature,Studies in British Literature,"Demonstrate Knowledge Of British Literature.
Analyze Literary Texts, Theory, And Scholarship Through A Biblical Worldview.
Synthesize Relevant Literary Theory In Forming Original Literary Analysis Of British Literature.
Evaluate The Impact Of British Literature On Western Thought."
English Literature,Composition I,"Articulate Main Ideas In A Given Text.
Apply Standard English Stylistic Conventions In Writing.
Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays."
English Literature,Shame and Modern Writing,"To Contruct A Modern Canon Of Shame Literature To Put Into Relation With The Changing Discursive Landscape.
Key Theories Of Shame And Guilt (Philosophical, Psychoanalytic, Anthropological And Technological) As They Developed Throughout The Period From 1880 To The Present.
Developed Notions Of Embodiment, Relating To Theories Of Sex, Gender, Sexuality And Race; Specifically Those Connecting The Ethical Concerns Of Biography To The Formal And Stylistic Concerns Of Literature.
Awareness Of Discursive Shifts In Critical Race Theory And Feminist Thought.
Awareness Of Literary Traditions, Especially Confessional Writing And The Essay.
Awareness Of A Range Of Modern And Contemporary Works Which Treat The Theme Of Shame.
Advanced Critical Skills In The Close Reading And Analysis Of Literary And Historical Texts
An Ability To Offer Advanced Analysis Of Formal And Aesthetic Dimensions Of Literature
An Ability To Articulate And Substantiate At A High Level An Imaginative Response To Literature
An Ability To Demonstrate An Advanced Understanding Of The Cultural, Intellectual, Socio-Political Contexts Of Literature
An Ability To Articulate An Advanced Knowledge And Understanding Of Conceptual Or Theoretical Literary Material
An Advanced Command Of A Broad Range Of Vocabulary And Critical Literary Terminology.
An Advanced Ability To Analyze Critically
An Advanced Ability To Acquire Complex Information Of Diverse Kinds In Structured And Systematic Ways
An Advanced Ability To Interpret Complex Information Of Diverse Kinds Through The Distinctive Skills Derived From The Subject
Expertise In Conventions Of Scholarly Presentation And Bibliographical Skills
An Independence Of Thought And Judgement, And Ability To Assess Acutely The Critical Ideas Of Others
Sophisticated Skills In Critical Reasoning
An Advanced Ability To Handle Information And Argument Critically
A Competence In Information-Technology Skills Such As Word-Processing And Electronic Data Access
Professional Organization And Time-Management Skills."
English Literature,Composition I,"Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays.
A Student Will Effectively Convey And Understand Information Verbally, In Writing, And/Or Visually.
A Student Will Explore, Identify, Analyze, And Evaluate Issues, Documents, And Circumstances Before Reaching A Conclusion.
A Student Will Generate, Frame, And Analyze Data To Make Informed Conclusions.
A Student Will Be A Flexible And Resourceful Team Member Who Looks At Different Points Of View And Works With Others To Support A Shared Purpose Or Goal.
A Student Will Build Rapport And Establish Competence Within Diverse Multicultural Settings.
A Student Will Create Artistic Or Technical Demonstrations Through The Means Of Self-Expression, Language, Technology, And/Or Learned Skills.
A Student Will Maintain A Productive Work Environment And Confidently Motivate Others To Meet High Performance Standards."
English Literature,Introduction to Literary Studies II,"Show An Awareness Of Developments In The History Of English Literature Before C.1825
Show Familiarity With Key Texts From A Variety Of Genres, And Their Predominant Themes And Concerns.
Show Awareness Of The Cultural, Historical, And Political Contexts Of These Texts.
Show Awareness Of The Importance Of Formal Aspects Of Literary Texts.
Show Awareness Of Current Debates Informing The Critical Study Of Literature Before C.1825.
Practise Skills In The Analysis Of Texts Such As Close Reading And Applying Theory When Appropriate.
Grasp The Interplay Between Texts And Contexts.
Be Able To Research, Present And Contextualise An Early Text.
Research A Subject Using Both Primary And Secondary Materials.
Evaluate Such Materials Critically, And Support Claims With Evidence."
English Literature,Composition I,"Articulate Main Ideas In A Given Text.
Apply Standard English Stylistic Conventions In Writing.
Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays."
English Literature,COMPOSITION I,"Analyze And Evaluate Others' Writing To Learn How To Put Rhetorical Strategies Into Practice.
Create Rhetorically-Effective Writing That Addresses Occasion, Purpose, And Audience.
Write Unified, Coherent, And Developed Paragraphs And Essays To Support A Central Thesis/Claim.
Organize Claims And Evidence In A Relevant Sequence To Persuade A Specific Audience Of The Validity Of The Thesis.
Locate And Select Source Material To Build Knowledge, Explore Problems, And Construct Arguments.
Effectively Integrate Appropriate Source Materials Into Writing To Persuade A Modern, Educated Audience.
Apply Appropriate Documentation Techniques To Establish Credibility And Share Knowledge With A Community.
Edit Written Work For Style And Tone Appropriate For Academic, Professional, And Civic Audiences."
English Literature,"Shakespeare: Comedies, Problem Plays, and Romances","Read The Language Of Shakespeare’s Comedies, Problem Plays, And Romances
Conduct Informed Analyses And Think Critically About Early Modern Drama
Analyze How Shakespearean Drama Continues To Speak To Contemporary Issues
Recognize How Communities And Cultures Around The World"
English Literature,Literary Studies: From Romanticism to the Present,"Discuss Literary Texts In An Historical Framework Extending From The Romantics Into The Present;
Identify How Literary Texts Of This Period Work To Expand Our Understandings And Empathies;
Assess New Literary Texts In Terms Of Their Intellectual, Emotional And Political Ambitions."
English Literature,Writing and Rhetoric I,"Students Will Learn Processes And Strategies For Writing And Revising Clear, Precise, And Accurate Prose And Will Demonstrate Their Abilities In A Series Of Academic Essays, Mainly Expository.
Students Will Also Learn To Read, Analyze, Synthesize, And Respond To A Wide Range Of Written Works.
Use Flexible Writing Process Strategies To Generate, Develop, Revise, Edit, And Proofread Texts.
Adopt Strategies And Genre Appropriate To The Rhetorical Situation.
Use Inquiry-Based Strategies To Conduct Research That Explores Multiple And Diverse Ideas And Perspectives, Appropriate To The Rhetorical Context.
Use Rhetorically Appropriate Strategies To Evaluate, Represent, And Respond To The Ideas And Research Of Others.
Address Readers' Biases And Assumptions With Well-Developed Evidence-Based Reasoning.
Use Appropriate Conventions For Integrating, Citing, And Documenting Source Material As Well As For Surface-Level Language And Style.
The Ability To Analyze And Act On Understandings Of Audiences, Purposes, And Contexts In Creating And Comprehending Texts
The Ability To Analyze A Situation Or Text And Make Thoughtful Decisions Based On That Analysis, Through Writing, Reading, And Integration Of Texts
The Ability To Apply Formal And Informal Guidelines That Define What Is Considered To Be Correct And Appropriate In A Piece Of Writing.
The Ability To Use Multiple Strategies For Writing, Including Invention, Drafting, Revision, And Editing."
English Literature,European Modernism,"Demonstrate A Broad Understanding Of The Major Debates Concerning Modernism And Modernity In Europe
Be Able To Communicate Knowledge Effectively About A Range Of Experimental And Avant-Garde Trends In Literature And Arts At The End Of The 19th And Early 20th Century That Constitute European Modernism
Demonstrate Detailed Knowledge Of The Ways In Which The Representation Of Cosmopolitanism, Urban Cultural Dislocation, Consciousness, Memory, And Sexuality Shaped Modernist Discourses In Europe
Learn To Contextualise Modernist European Movements In Their Historical And Aesthetic Contexts And To Appreciate The Various Ways In Which Modernist Writers And Artists Challenged Their European Audiences
Have Acquired Broad Critical Insights Through Their Engagement With European History As Well As European Artistic And Literary Traditions That Prepare Them For Becoming Good Global Citizens
Be Able To Work With Independence, Self- Reflection And Creativity To Meet The Assessment Goals
Be Able To Work Effectively In Groups To Meet A Shared Goal With People Whose Disciplinary And Cultural Backgrounds Differ From Their Own.
Have An Increased Understanding Of Social And Cross-Cultural Diversity
Have Developed Critical Self-Awareness And Shape And Strengthen Persuasive Arguments
Be Able To Communicate Arguments And Ideas Effectively And Articulately, Both In Writing And To Others In Speech."
English Literature,College Composition 2,"Demonstrate Proficiency By Completing A Major Research Project Using Non-Fiction Texts.
Develop And Frame A Research Question Or Problem That Matters To A Specific Community.
Research, Develop, And Responsibly Employ Discipline-Appropriate Citation Styles.
Use Multiple Kinds Of Evidence Gathered From Various Sources To Support Writing Goals.
Demonstrate Substantial And Successful Revision By Creating Multiple Drafts That Show Global Improvement And Respond To Issues Identified During The Drafting Process.
Conduct Academic Research And Evaluate The Credibility Of Sources.
Develop Methods Of Academic Research By Using Library Resources And Research Databases.
Understand The Rhetorical Situation Of Academic Sources In Order To Evaluate Credibility.
Summarize, Analyze, Apply, And Synthesize Academic Sources In The Context Of The Written Assignment."
English Literature,Reading and Composition,"Read, Analyze, And Evaluate A Variety Of Primarily Non-Fiction Texts Representing Diverse Voices For Content, Context, And Rhetorical Merit With Consideration Of Tone, Audience, And Purpose.
Apply A Variety Of Rhetorical Strategies In Writing Unified, Well-Organized Essays With Arguable Theses And Persuasive Support.
Develop Varied And Flexible Strategies For Generating, Drafting, And Revising Essays.
Analyze Choices In Their Own Writing And The Writing Of Others.
Write Timed Or In-Class Essays Exhibiting Appropriate College-Level Control Of Mechanics, Organization, Development, And Coherence.
Integrate The Ideas Of Others Without Plagiarism Through Paraphrasing, Summarizing, And Quoting.
Find, Evaluate, Analyze, And Interpret Primary And Secondary Sources, Incorporating Them Into Written Essays.
Proofread And Edit Essays For Presentation, So They Exhibit No Disruptive Errors In English Grammar, Usage, Or Punctuation.
Apply Critical Reading And Thinking Strategies To Respond To A Variety Of Rhetorical Situations And Contexts.
Produce Primarily Expository Writing That Exhibits Clarity At The Sentence And Global Level."
English Literature,English Composition 1,"Write Coherent, Organized Essays
Choose The Appropriate Tone, Style, And Diction To Communicate Clearly And Engage Readers
Employ Concise, Grammatical, And Varied Sentence Structures
Formulate A Writing Process That Includes Planning, Drafting, Revising, And Editing.
Develop College-Level, Focused Thesis Statements
Support Thesis Statements With Appropriate Evidence
Summarize College-Level Readings
Analyze The Audience, Purpose, And Rhetorical Strategies Used By Others
Evaluate The Effectiveness Of An Argument
Apply Standard Academic Documentation Style
Integrate Evidence From Primary/Secondary Sources Through Quotations, Paraphrases, And Summaries"
English Literature,College Composition 1,"Compose Academic Essays Using The Writing Process Of Drafting, Revision, And Editing.
Evaluate The Writings Of Other Students Through Peer Review.
Reflect On And Evaluate Their Writing As A Part Of The Writing Process.
Demonstrate Substantial And Successful Revision Of Drafts That Respond To Feedback Raised By Self, Instructor, Peers And/Or Tutors.
Create Unified Essays That Make Formal Arguments Geared Toward An Academic Audience.
Demonstrate An Understanding Of Thesis, Organization, And Support.
Employ Style, Tone, Conventions, And Format Appropriate To The Demands Of Formal, Academic Writing.
Develop A Writing Project Through Multiple Revisions.
Demonstrate Effective Use Of Standard English (In Context Of Academic Writing).
Use Standard English Grammar, Mechanics, Spelling, And Punctuation.
Use Words That Add Specific, Descriptive Content.
Avoid Unnecessary, Generalized Fillers And Use Stylistic Techniques That Add Emphasis, Sophistication, And Authority.
Maintain Formal Tone For Academic Writing By Using Third Person References And Will Not Use Intimate Second Person References (“You”).
Read/Analyze/Use Scholarly And Credible Texts To Support Formal/Academic Writing (Includes Documentation And Understanding Of Plagiarism).
Demonstrate Scholarly Documentation Style To Avoid Plagiarism.
Demonstrate Ability To Comprehend And Critically Read Texts.
Integrate Textual Support Into Argumentative Essays.
Differentiate Between Summarizing And Analyzing.
Students Will Write Using A Focused Thesis That Controls The Paper's Content.
Students Will Write Coherent And Unified Paragraphs In Support Of The Thesis."
English Literature,Integrated Reading/Writing II,"Locate Explicit Textual Information, Draw Complex Inferences, And Describe, Analyze, And Evaluate The Information Within And Across Multiple Texts Of Varying Lengths.
Comprehend And Use Vocabulary Effectively In Oral Communication, Reading, And Writing.
Identify And Analyze The Audience, Purpose, And Message Across A Variety Of Texts.
Describe And Apply Insights Gained From Reading And Writing A Variety Of Texts.
Compose A Variety Of Texts That Demonstrate Reading Comprehension, Clear Focus, Logical Development Of Ideas, And Use Of Appropriate Language That Advance The Writer's Purpose.
Determine And Use Effective Approaches And Rhetorical Strategies For Given Reading And Writing Situations.
Generate Ideas And Gather Information Relevant To The Topic And Purpose, Incorporating The Ideas And Words Of Other Writers In Student Writing Using Established Strategies.
Evaluate Relevance And Quality Of Ideas And Information In Recognizing, Formulating, And Developing A Claim.
Develop And Use Effective Reading And Revision Strategies To Strengthen The Writer's Ability To Compose College-Level Writing Assignments.
Recognize And Apply The Conventions Of Standard English In Reading And Writing.
A Student Will Effectively Convey And Understand Information Verbally, In Writing, And/Or Visually.
A Student Will Explore, Identify, Analyze, And Evaluate Issues, Documents, And Circumstances Before Reaching A Conclusion.
A Student Will Generate, Frame, And Analyze Data To Make Informed Conclusions.
A Student Will Be A Flexible And Resourceful Team Member Who Looks At Different Points Of View And Works With Others To Support A Shared Purpose Or Goal.
A Student Will Connect Personal Choices, Actions And Consequences, With A Commitment To Excellence And Success.
A Student Will Build Rapport And Establish Competence Within Diverse Multicultural Settings.
A Student Will Create Artistic Or Technical Demonstrations Through The Means Of Self-Expression, Language, Technology, And/Or Learned Skills.
A Student Will Maintain A Productive Work Environment And Confidently Motivate Others To Meet High Performance Standards."
English Literature,Integrated Reading/Writing I,"Students Will Demonstrate Comprehension Of Varied Texts Through Written Responses, Progressing From Advanced Paragraphs To Short Essays.
Locate Explicit Textual Information, Draw Complex Inferences, And Describe, Analyze, And Evaluate The Information Within And Across Multiple Texts Of Varying Lengths.
Comprehend And Use Vocabulary Effectively In Oral Communication, Reading, And Writing.
Identify And Analyze The Audience, Purpose, And Message Across A Variety Of Texts.
Describe And Apply Insights Gained From Reading And Writing A Variety Of Texts.
Compose A Variety Of Texts That Demonstrate Reading Comprehension, Clear Focus, Logical Development Of Ideas, And Use Of Appropriate Language That Advance The Writer?S Purpose.
Determine And Use Effective Approaches And Rhetorical Strategies For Given Reading And Writing Situations.
Generate Ideas And Gather Information Relevant To The Topic And Purpose, Incorporating The Ideas And Words Of Other Writers In Student Writing Using Established Strategies.
Evaluate Relevance And Quality Of Ideas And Information In Recognizing, Formulating, And Developing A Claim.
Develop And Use Effective Reading And Revision Strategies To Strengthen The Writer?S Ability To Compose College-Level Writing Assignments.
Recognize And Apply The Conventions Of Standard English In Reading And Writing."
English Literature,Composition I,"Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays.
Demonstrate Knowledge Of Individual And Collaborative Writing Processes
Develop Ideas With Appropriate Support And Attribution
Write In A Style Appropriate To Audience And Purpose
Read, Reflect, And Respond Critically To A Variety Of Texts
Use Edited American English In Academic Essays."
English Literature,Composition II,"Demonstrate Knowledge Of Individual And Collaborative Research Processes.
Develop Ideas And Synthesize Primary And Secondary Sources Within Focused Academic Arguments, Including One Or More Research-Based Essays.
Analyze, Interpret, And Evaluate A Variety Of Texts For The Ethical And Logical Uses Of Evidence.
Write In A Style That Clearly Communicates Meaning, Builds Credibility, And Inspires Belief Or Action.
Apply The Conventions Of Style Manuals For Specific Academic Disciplines (E.G., APA, CMS, MLA, Etc.)
Critical Thinking Skills - To Include Creative Thinking, Innovation, Inquiry, And Analysis, Evaluation And Synthesis Of Information
Communication Skills - To Include Effective Development, Interpretation And Expression Of Ideas Through Written, Oral And Visual Communication
Empirical And Quantitative Skills - To Include The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions
Teamwork - To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal
Personal Responsibility - To Include The Ability To Connect Choices, Actions And Consequences To Ethical Decision-Making
Social Responsibility - To Include Intercultural Competence, Knowledge Of Civic Responsibility, And The Ability To Engage Effectively In Regional, National, And Global Communities
Communication Skills - To Include Effective Development, Interpretation And Expression Of Ideas Through Written, Oral And Visual Communication
Empirical And Quantitative Skills - To Include The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions
Teamwork - To Include The Ability To Consider Different Points Of View And To Work Effectively With Others To Support A Shared Purpose Or Goal
Personal Responsibility - To Include The Ability To Connect Choices, Actions And Consequences To Ethical Decision-Making
Social Responsibility - To Include Intercultural Competence, Knowledge Of Civic Responsibility, And The Ability To Engage Effectively In Regional, National, And Global Communities"
