Subject Code,Course Title,Description
Nursing,RN Skills Laboratory,"Utilize Critical Thinking Skills In The Evolution Of Oneself As An LVN/LPN Student Transitioning To A Professional Registered Nurse. Discuss The Effects Of A PersonÕs Gender, Age, Culture, Lifestyle, Attitude, And Values On The Morbidity And Mortality Of Selected Acute And Chronic Health Problems. Demonstrate Knowledge And Competence Of Health Assessment And Diagnostic Result In Order To Identify The Presence Or Risk Of Health Problems. Apply Critical Thinking And Decision-Making When Selecting Evidence-Based Preventative Measures And Intervention Associated With Patient-Centered Care. Apply The Nursing Process And Accurate Dosage Calculation In The Administration Of Medications. Determine Privacy And Safety Measures Pertinent To Patient Care. Assess The Learning Needs Of Patients And Applies Effective Teaching/Learning Principles During Patient Education. Collaborate With The Healthcare Team In The Management Of Patient Care. Demonstrate Competency In Performing Nursing Skills Including, But Not Limited To, IV Catheter, Foley Catheter, NG Tubes, Medication Administration, And Regulation Of IV Fluids. Use Evidence-Based Practice To Retrieve Nursing Clinical Data For The Nursing Process, Therapeutic Care, And Developing A Plan Of Care. Support Professional Nursing Practice Decisions With Concepts And Theories From The Biological, Physical, And Social Sciences. Plan Preventative And Population-Focused Interventions With Attention To Effectiveness, Efficiency, Cost, And Equity. Support Therapeutic Nursing Interventions For Patients And Families In A Variety Of Healthcare And Community Settings Using Evidence-Based Practice. Apply Nursing Process And Critical Thinking When Providing Holistic, Patient-Centered Nursing Care To Diverse Populations. Design Healthcare Education For Individuals, Families, And Communities. Comply With The Professional Standards Of Moral, Ethical, And Legal Conduct In Practice. Develop An Effective Communication Style To Interact With Patients, Families, And The Interdisciplinary Health Team. Model Leadership When Providing Safe, Quality Nursing Care, When Coordinating The Healthcare Team, And When Tasked With Oversight And Accountability For Care Delivery. Use Patient Care Technology And Information Systems When Providing Nursing Care In A Variety Of Settings. Differentiate The Role Characteristics And Clinical Practice Of The Professional Nurse (RN) And The LVN/LPN. Demonstrate Evidence-Based Nursing Practice As It Applies To Environmental Safety And Infection Control. Differentiate Between Standard Precautions And Isolation Precautions. Discuss Isolation Precautions And Identify When They Are Needed. Adhere To Infection Control Standards During Hygiene. Practice Hand Hygiene, Donning And Removing PPE (Including Sterile Gloves). Discuss Respect For Patient Privacy/Modesty During Bed Making, Bed Bath, And Hygiene. Summarize The Distribution, Composition, Movement, And Regulation Of Body Fluids And Major Electrolytes. Outline The Processes Involved In Acid-Base Balance. Identify Factors That Affect Normal Fluid And Electrolyte Balance. Describe Common Disturbances In Fluid And Electrolyte Balances. Construct Nursing Application For The Patient With Fluid And Electrolyte Imbalances."
Nursing,Care of Childbearing Family,"Analyze The Etiology, Pathophysiology, Signs And Symptoms, Complications, And Therapeutic Interventions For Care Of The Childbearing Family. Develop Plans Of Care To Address The Biological, Psychological, Sociocultural, Developmental, And Spiritual Variables In Caring For The Childbearing Family Experiencing Expected And Unexpected Outcomes. Identify Teaching Strategies To Meet The Educational Needs Of The Childbearing Patient And Her Family. Examine The Legal And Ethical Concepts Related To The Care Of The Childbearing Family. Utilize Effective Therapeutic Communication Skills Among The Healthcare Team To Provide Comprehensive Nursing Care To The Childbearing Woman And Her Family. Use Technology To Provide Care For The Childbearing Family. Communicate Effectively. Demonstrate The Ability To Read With Comprehension As Assessed By Written Tests And Quizzes. Apply Mathematical Skills Appropriate To An Occupation. Successfully Apply Mathematical Skills To Calculate Medication Administration Dosages While In The Clinical Setting. Employ Effective Processes For Resolving Problems And Making Decisions. Demonstrate The Ability To Critically Think And Solve Problems As Assessed By Unit Tests And Quizzes, As Well As Clinical And Lab Performance. Demonstrate The Ability To Summarize Information And Draw Conclusions As Assessed By Unit Tests And Completion Of Assigned Homework, Case Studies, Or Concept Maps. Demonstrate The Basic Computer Skills Necessary To Function In A Technological World. Demonstrate The Ability To Locate And Retrieve Digital Information As Evidenced By Use Of The D2L System, Nursing Central Software And Other Electronic Databases, ATI Online Tutorials And Testing And Use Of The Electronic Medical Record In The Clinical Setting. Demonstrate The Ability To Utilize Information In Electronic Format As Assessed By Ability To Access And Utilize Word, PowerPoint And PDF Documents Via D2L System"
Nursing,Workplace Experience 1,"Understand The Use Of The Clinical Reasoning Cycle To Assess, Plan And Implement Care Of A Person; Demonstrate An Ability To Assess And Assist A Person To Meet Their Activities Of Living Needs; Perform And Document A Range Of Fundamental Nursing Assessments And Skills In The Clinical Environment; Apply The Nursing Process To Enhance Critical Thinking And Judgement Around Nursing Practice; Consider Person Centred Care That Contributes To A Healthful Culture Within The Clinical Environment; Apply Evidence Based Practice When Caring For People In The Clinical Environment; Reflect On Practice Using The RN Standards For Practice. Understand The Use Of The Clinical Reasoning Cycle To Assess, Plan And Implement Care Of A Person. Demonstrate An Ability To Assess And Assist A Person To Meet Their Activities Of Living Needs; Apply The Nursing Process To Enhance Critical Thinking And Judgement Around Nursing Practice.. Consider Person Centred Care That Contributes To A Healthful Culture Within The Clinical Environment Apply Evidence Based Practice When Caring For People In The Clinical Environment Perform And Document A Range Of Fundamental Nursing Assessments And Skills In The Clinical Environment. Reflect On Practice Using The RN Standards For Practice."
Nursing,Mental Health Nursing,"Demonstrate The Ethical, Legal And Regulatory Frameworks Of Nursing And Standards Of Professional Nursing Practice. Demonstrate Effective Communication, Including Information And Technology. Demonstrate The Ability To Collect Subjective And Objective Data To Identify Actual Or Potential Health Alterations. Formulate Clinical Decisions To Provide Safe And Effective Evidenced-Based Nursing Care. Demonstrate Caring Interventions That Incorporate The Principles Of Dignity, Diversity, Safety And Knowledge. Develop An Individualized Teaching Plan To Meet The Learning Needs Of Patients, Families, And/Or Groups."
Nursing,Acute and Chronic Wounds,"Contrast And Compare Similarities And Differences Between Acute And Chronic Wound Healing. Identify Evidence-Based Measures For Surgical Wound Management Including Dressings, Techniques, Topical Treatments And Care Of Sutures, Staples And Tissue Adhesives. Evaluate The Appropriate Use Of Antiseptics, Disinfectants And Antimicrobial Agents In The Management Of Wound Infection. Appraise Management Approaches For Chronic Wounds Such As Venous And Arterial Leg Ulcers, Diabetic Foot Ulcers And Pressure Injuries. Identify Barriers To The Appropriate Use Of Compression Bandaging And Hosiery And Propose Interventions To Overcome Them. Analyse The Psychosocial Impact Of A Chronic Wound On The Individual's Quality Of Life. Describe Assessment And Management Strategies For Patients With Atypical Wounds. Communicate Effectively With Patients To Improve Concordance With Wound Care Management Plans For Acute, Chronic And Atypical Wounds."
Nursing,Advanced Healthcare Residency II,"Implement Person-Centered Care Of Patients And Their Families In Primary Healthcare Settings, Referring Clients To Other Providers And/Or Community Resources As Appropriate. Practice The APRN Role Using Nurse Practitioner Standardized Procedures Or Office/Clinic Protocols. Develop A Plan For Independent Or Collaborative Practice. Assess The Role Components Critical To Primary Health Care Such As Collaboration, Advocacy, Change, Ethics, And Quality Assurance. Develop Treatment Plans That Emphasize Assessment, Prevention, And Management Of The Physiological, Social, Emotional, Intellectual, Spiritual, And Educational Needs Of Clients Across The Lifespan. Apply Knowledge Of Pharmacokinetic And Pharmacodynamics Principles Of Common Drug Categories Used To Prevent Illness And To Restore And Maintain Health For Clients Across The Lifespan. Manage Complex And Comorbid Conditions For Patient Populations Within Role Scope Of Practice. Demonstrate Innovative Leadership Strategies In Complex Healthcare Settings To Evaluate Health Outcomes In Culturally Diverse Populations. Appraise Research Findings To Support Evidence-Based Quality Initiatives Employ Communication And Information Technologies To Promote Interdisciplinary Collaboration And Guide Clinical Decisions. Develop Population-Based Care Coordination Strategies To Promote Health And Disease Management Present Advocacy Strategies To Influence Ethical And Fiscally Responsible Policy And Process Changes To Influence Individual Health And Healthcare Systems Apply Advanced Practice Registered Nursing Core Knowledge To Continuously Improve Quality Health Care In Population Focused Areas Within Complex Healthcare Delivery Systems. Demonstrate Individualized, Informed, Socially Sensitive, Equitable Care To Diverse Populations As Determined By Scope Of Practice Standards. Employ Effective Communication Strategies Utilizing Emerging Technologies To Provide Interdisciplinary Collaborative Care Across The Health Care Continuum. Formulate Patient Specific, Unbiased, Culturally Appropriate Coordinated Care Based Upon Ethically Sound Clinical Judgements And Best Evidence. Advocate For Policy Changes That Create Safe, Accessible, Quality Health Care For Patients. Synthesize Advanced Practice Science And Knowledge To A Specialty Area Of Advanced Practice Nursing To Enhance The Delivery Of Patient Care And Create Opportunities For Entrepreneurship. Understand The Principles Of Entrepreneurship And Innovation Within Dynamic Healthcare Environment. Demonstrate Competency In Performing Physical And Psychosocial Assessments. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For Family Nurse Practitioner National Certification Exam By Expanding And Refining Knowledge And Skills. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For Family Nurse Practitioner National Certification Exam By Expanding And Refining Knowledge And Skills. Demonstrate Competency In Performing Physical And Psychosocial Assessments. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For Family Nurse Practitioner National Certification Exam By Expanding And Refining Knowledge And Skills. Demonstrate Competency In Performing Physical And Psychosocial Assessments. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For Family Nurse Practitioner National Certification Exam By Expanding And Refining Knowledge And Skills. Demonstrate Competency In Performing Physical And Psychosocial Assessments. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For Family Nurse Practitioner National Certification Exam By Expanding And Refining Knowledge And Skills. Demonstrate Competency In Performing Physical And Psychosocial Assessments. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For Family Nurse Practitioner National Certification Exam By Expanding And Refining Knowledge And Skills. Demonstrate Competency In Performing Physical And Psychosocial Assessments. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Prepare For The National Certification Exam By Expanding And Refining Knowledge And Skills. Use Findings To Diagnose, Develop And Evaluate Treatment Plans For Individual Clients Using Pharmacological, Non-Pharmacological, And Complementary Therapies. Demonstrate Diagnostic Reasoning With Emphasis On Health Promotion And Disease Management Commonly Encountered In Primary Care Setting. Utilize Evidence-Based Guidelines For Care, Coordination, And Management Of Common Problems In Primary Care. Demonstrate Progressive Professional Role Development With Increasing Independence In The Care And Management Of Patients And Families. Collaborate With Patients, Families, And Other Healthcare Providers To Evaluate Effectiveness Of Treatment Plans And Patient Education To Improve Health Outcomes. Implement Intellectual And Practical Problem Solving Skills Through Information Assessment And Critical Thinking. Demonstrate Effective Written Communication Skills. Demonstrate Effective Oral Communication Skills. Demonstrate Computer Proficiency And Information Literacy. Describe Ethical Standards And Legal Guidelines Associated With OneÕs Chosen Career Field. Explain Why Apply Professional Values And Ethics, Knowledge Of Roles And Responsibilities, And Effective Communication Skills As A Contributing Member Of A Cohesive Interprofessional Team."
Nursing,Exploring Grief,"Apply Knowledge Of The Physical, Social, And Behavioral Sciences In The Provision Of Nursing Care Based On Theory And Evidence-Based Practice. Deliver Nursing Care Within Established Legal And Ethical Parameters In Collaboration With Clients And Members Of The Interdisciplinary Health Care Team. Provide Holistic Nursing Care To Clients While Respecting Individual And Cultural Diversity. Demonstrate Effective Leadership That Fosters Independent Thinking, Use Of Informatics, And Collaborative Communication In The Management Of Nursing Care. Assure Responsibility And Accountability For Quality Improvement And Delivery Of Safe And Effective Nursing Care. Serve As An Advocate For Clients And For The Profession Of Nursing. Value Continuing Competence, Growth, And Development In The Profession Of Nursing. Reflect On Person Issues Related To Death, Dying, Grief, And Loss. Examine Ethnic And Cultural Considerations For Grieving And End Of Life Care. Identify Care Giving And Healing Strategies That Assist In Delivering Care. Evaluate The Role Of The Nurse When Dealing With The Dimensions Of Grieving."
Nursing,Mental Health Concepts,"Integrate Nursing And Related Theories Into The Planning And/Or Delivery Of Safe Nursing Engage Leadership Concepts, Skills And Decision-Making In The Planning And/Or Implementation Of Patient Safety And Quality Improvement Initiatives. Identify And Appraise Best Research Evidence To Improve And Promote Quality Patient Utilize Technology To Access Information, Evaluate Patient Data And/Or Document Engage In Effective Collaboration And Communication Within Interdisciplinary Design And/Or Implement Health Promotion & Disease Prevention Strategies For Culturally Competent Care. Demonstrate Standards Of Professional, Ethical, And Legal Practice And/Or Coordinate, At The Level Of The Baccalaureate Prepared Nurse, To Plan And/Or Implement Patient Centered Care. Screen, Diagnose And Manage Commonly Occurring Stress And Psychiatric Disorders Using The DSM-5 Effectively Demonstrate Satisfactory Psychiatric Evaluations. Use Evidence-Based Psychopharmacological And Non- Pharmacological Interventions In The Management Of Commonly Occurring Stress And Psychiatric Illnesses."
Nursing,"Care of Maternal, Newborn, and Pediatric Patients","Identify The Anatomy Of The Female Reproductive System. Explain The Functions Of The External, Internal, And Accessory Female Organs In Human Reproduction. Describe The Impact Of Pregnancy On The Anatomy And Physiology Of The Mother And The Fetus. Describe The Influence Of Hormones In The Female Reproductive Process. Describe Embryonic Development. Describe Fetal Development And Maturation Of Body Systems. Describe The Development And Functions Of The Placenta, Umbilical Cord, And Amniotic Fluid. Describe The Normal Course Of Pregnancy And The Purpose Of Prenatal Care. Identify Fetal And Maternal Complications That May Occur During Pregnancy. Describe The Four Components Of The Birth Process. Explain The Normal Processes Of Childbirth: Premonitory Signs, Mechanisms Of Birth, And Stages And Phases Of Labor. Determine Appropriate Nursing Care For The Intrapartum Client. Describe Factors That Influence A WomanÕs Comfort During Labor. Discuss Common Interventions For The Woman Experiencing Pain Associated With Labor. Explain Common Nursing Responsibilities During The Birth. Discuss Common Complications During Labor And Birth, The Common Interventions, And Nursing Responsibilities For Each. Determine Nursing Care Of The Mother During The Immediate Post Birth Period. Describe The Normal Physiological And Emotional Changes During Puerperium. Describe Common Problems Occurring In The Puerperium, Including Symptoms, Treatment, And Prevention. Describe The Causes Of Preterm Birth, And The Physical Characteristics And Care Of The Preterm And Post Term Newborn. Identify Nursing Care Measures And Procedures Specific To The Maternal Family. Describe Common Congenital Malformations Of The Newborn. Explain Aspects Of Preventative Health Care For Women. Describe Various Methods Of Birth Control. Discuss HIPAA, Pediatric Rights, Privacy, And Confidentiality. Identify The Major Social, Political, And Cultural Issues That Impact The Childbearing Family, Such As Establishing Respect For Cultural Differences, Values, And Preferences. Discuss The NurseÕs Role In The Hospital And In The Community In Preventing And Responding To Natural And Manmade Disasters, Such As Family Violence And Bioterrorism. Discuss The Vulnerability Of Pregnant Women To Exposure To Bioterrorism Agents. Describe Normal Reflexes, Characteristics And Care Of The Newborn. Describe Normal Growth And Development Of Children. Identify Age Specific And Developmental Care Approaches In Caring For The Pediatric Client. Describe The Unique Nutritional And Feeding Needs Of Pediatric Clients. Identify Nursing Care Measures And Procedures Age-Appropriate For The Pediatric Client. Identify Age-Specific Procedures Related To The Pediatric Client, Including Dosage Calculation, Medication Administration And Pain Management. Recognize Common Medications And Side Effects Of The Medications Utilized In The Care Of Pediatric Clients. Interpret The Purpose/Results Of Common Diagnostic Tests And Assessments As Related To Pediatric Clients. Identify Measures That Address The Educational Needs Of The Childrearing Family. Discuss HIPAA, Privacy, And Confidentiality, And Legal And Ethical Rights Of Pediatric Clients. Identify The Major Social, Political, And Cultural Issues That Impact The Childrearing Family, Such As Establishing Respect For Cultural Differences, Values, And Preferences. Describe Special Safety Issues Of Children, Including Divorce, Latchkey, Child And Domestic Abuse, And Homelessness. Identify Measures To Prevent Child Abuse, Neglect, Abandonment, Or Exploitation, Including Recognition, Intervention, And Reporting Evidence Of Child Abuse. Discuss Diseases And Disorders Of Children Using A Body Systems Approach. Identify Age-Specific Therapeutic Communication Techniques In Caring For Pediatric Clients. Describe Nursing Age-Appropriate Care Of Children With A Health Disorder. Describe The ChildÕs Experience Of Hospitalization And Identify Ways To Lessen The Stress Of Hospitalization For The Child And The ChildÕs Parents. Discuss Plans Of Care Addressing The Needs Of A Hospitalized Pediatric Client. Identify Essential Safety Measures Applicable To The Hospitalized Child. Describe The Nursing Care Of The Child With Terminal Conditions. Identify Characteristics Of Common Childhood Communicable Diseases And The NurseÕs Role In The Immunization Of Children. Discuss The NurseÕs Role In The Hospital And In The Community In Preventing And Responding To Natural And Manmade Disasters, Such As Family Violence And Bioterrorism. Discuss The Vulnerability Of Young Infants And Children To Exposure To Bioterrorism Agents. The Student Will Demonstrate The Growth In Written Communication Via The Discussion Board Topics Embedded In The Semester. The Student Will Demonstrate Competence In Performing Accurate Drug Calculations Involved In The Administration Of Medications. The Student Will Be In The Clinical Facility And In Simulation Situations. They Will Need To Use Therapeutic Communication, Interact With Family, Staff, Etc. And Need To Respond Professionally To All They Encounter. Ability To Use The Internet In An Effective And Efficient Manner Working Knowledge Of The Canvas Learning Management System Capable Of Using Microsoft Office (Word And Power Point, Etc) Able To Download And Print Information From Websites Able To Upload Files For On-Line Assignments And Quizzes"
Nursing,Fundamentals of Nursing Skills Lab,"Apply The Nursing Process During Care And In The Interdisciplinary Care Plan. Demonstrate Professional And Therapeutic Communication With Patients, Peers, And The Healthcare Team. Apply Safety And Infection Control Principals When Practicing Nursing. Demonstrate Competence In Performing Fundamental Nursing Skills Including But Not Limited To Sterile Technique, Head-To-Toe Patient Assessments, Restraint Use, Wound Care, NGT Management, Specimen Collection, And Medication Administration. Demonstrate Knowledge Of Pain Management. Apply Legal Principles, Communication Skills, And Computer Skills To Nursing Documentation Including PhysicianÕs Orders, The Medication Administration Record (MAR), Shift Assessment Forms, Fall And Skin Risk Screens, And Interdisciplinary Notes. Assess The Learning Needs Of Patients And Apply Effective Teaching/Learning Principles During Patient Education. Support Professional Nursing Practice Decisions With Concepts And Theories From The Biological, Physical, And Social Sciences. Plan Preventative And Population-Focused Interventions With Attention To Effectiveness, Efficiency, Cost, And Equity. Support Therapeutic Nursing Interventions For Patients And Families In A Variety Of Healthcare And Community Settings Using Evidence-Based Practice. Apply Nursing Process And Critical Thinking When Providing Holistic, Patient-Centered Nursing Care To Diverse Populations. Design Healthcare Education For Individuals, Families, And Communities. Comply With The Professional Standards Of Moral, Ethical, And Legal Conduct In Practice. Develop An Effective Communication Style To Interact With Patients, Families, And The Interdisciplinary Health Team. Model Leadership When Providing Safe, Quality Nursing Care, When Coordinating The Healthcare Team, And When Tasked With Oversight And Accountability For Care Delivery. Use Patient Care Technology And Information Systems When Providing Nursing Care In A Variety Of Settings. Demonstrate Evidence-Based Nursing Practice As It Applies To Environmental Safety And Infection Control. Differentiate Between Standard Precautions And Isolation Precautions. Discuss Isolation Precautions And Identify When They Are Needed. Adhere To Infection Control Standards During Hygiene. Adhere To Infection Control Standards During Bathing. Discuss Assessment As It Relates To The Nursing Process. Demonstrate Patient Assessment Techniques As They Apply To Vital Signs And Pain Assessments. Discuss Pain Management Strategies. Apply Legal Principles, Communication Skills, And Computer Skills To Nursing Documentation Of Vital Signs And Pain Management. Discuss Elements Of An Oxygen Order And Indications For Different Modes Of Delivery. Demonstrate Oxygen Administration. Demonstrate Placement Of An Oral Airway. Discuss Indications For Oro/Nasopharyngeal Suctioning, And Tracheostomy Suctioning. Discuss The Impact Of Respiratory Alterations On Comfort, Communication Abilities, And Psychosocial Well-Being And Strategies To Support The Patient. Discuss The Role Of A Respiratory Therapist. Demonstrate Evidence-Based Nursing Practice As It Applies To Proper Body Mechanics While Moving Patients. Use Correct Technique To Position Patients (Padding Bony Prominences When Needed). Maintain Safety When Moving And Position Patients. Demonstrate A Bed Bath Demonstrate Care Of Assistive Devices Such As Hearing Aids, Dentures, And Eyeglasses. Discuss Respect For Patient Privacy/Modesty During, Bed Making, Bed Bath, And Hygiene. Maintain Safety When Moving And Positioning Patients. Discuss Seizure Precautions Discuss Patient Controlled Analgesia (PCA) Pump Role-Play Therapeutic Communication For A Patient In Pain. Discuss Actual & Potential Problem Recognition Through A History & Physical Assessment As It Relates To Nursing Process - Diagnosis, Planning. Demonstrate ISBAR Reporting Of Abnormal Assessment Findings. Apply Legal Principles, Communication Skills, And Computer Skills To Nursing Documentation Of A PatientÕs History And Physical Assessment, Shift Assessment Form, Interventions, Fall Risk Screen, And Skin Risk Screen, And Restraint Form. Discuss Factors That Put A Patient At Risk For Alterations In Cardiorespiratory Status And Prevention Measures (TCDBLE, Percussion/Vibration, Mobility, Fluids, IS, Sterile Technique With Suctioning). Discuss Factors That Put A Patient At Risk For Developing Skin Breakdown Demonstrate A Skin Risk Screen. Differentiate Between A Routine Skin Assessment And A Focused Skin Assessment. Demonstrate A Focused Skin Assessment. Identify Abnormalities & Their Significance, Signs Of Infection, Stages Of Pressure Ulcers. Review Elements Of A Wound Care Order. Demonstrate Aseptic And Sterile Wound Care Techniques. Apply Teaching Learning Principles During Patient Education Related To Skin And Wound Care. Discuss The Role Of A WOCN. Demonstrate Specimen Collection (Stool, Clean Catch Urine, Wound, And Sputum). Discuss The Implications Of Errors Related To Specimen Collection And Measures To Prevent Them. Accurately Label The Specimen At The Bedside. Apply Teaching Learning Principles During Patient Education For Specimen Collection And Cardiorespiratory Management. Maintain Safety When Assisting Patients With Use Assistive Devices Correctly (E.G., Cane, Crutches, Walker, ) Discuss The Roles Of Physical Therapist And Occupational Therapist Discuss Indications For And Ethics And Legalities Related To Restraint. Discuss Alternatives To Restraint. Review Elements Of A Restraint Order. Maintain Safety During Restraint Use. Discuss Physical And Psychosocial Considerations During Restraint Use. Demonstrate Therapeutic Communication During Restraint. Discuss How The Nursing Process (AAPIE) Is Applied During Restraint Use, Skin Care, And Respiratory Alteration. Use Information In The Drug Guide To Safely Administer Oral, NGT/GT, Sublingual, Inhalation, Nasal, Otic, Ophthalmic, Transdermal/Topical, Vaginal, Rectal, Intradermal, Subcutaneous, And Intramuscular Medications. Discuss The Discarding Of Medications, Controlled Substances, And Needle Safety Apply Legal Principles, Communication Skills, And Computer Skills To Nursing Documentation Of Medication Administration On The MAR And Narcotics Forms. Discuss How Nursing Process (Assessment, Intervention, And Evaluation) Is Applied During Medication Administration. Demonstrate Basic Arithmetic Skills Needed For Dosage Calculations (Multiplying, Dividing, Fractions, Decimals, Percent, Fractions, Rations, And Proportions). Demonstrate An Understanding Of Metric, Apothecary, And Household Systems Of Measurements, And How To Mathematically Convert From One System To Another. Correctly Perform Medication Calculations. Practice Safely Administering Medications Using The 11 Rights & Checking Them 3 Times. Practice Various Routes Of Medication Administration."
Nursing,Fundamentals in Nursing,Identify Several Major Theories Of Nursing As They Relate To The Practice Of Nursing Describe The Emotional And Physical Impact Of Illness On The Client Identify The Nurse's Role For Clients In Health And Illness Describe Methods To Evaluate Interventions Designed To Maintain Or Promote A Client's Safety Identify And Practice Guidelines For The Safe Administration Of Medications Describe Factors To Assess Before Administering Medications Identify Aseptic Techniques Used In Preparing And Administering Medications Explain Factors That Impair Or Promote Normal Wound Healing Identify Ethical And Legal Concepts That Apply To The Delivery Of Basic Nursing Care Discuss Ethical And Legal Guidelines For Charting And Nursing Care Relate The Importance Of Nursing Research To The Ongoing Development Of The Nursing Profession Identify The Importance Of Maintaining An Ongoing Knowledge Base Within The Profession Identify The Various Career Roles Available In The Profession Of Nursing Select And Follow Concepts From Knowledge Base On Giving Nursing Care With A ServantÕs Heart And Demonstrate The Art Of Caring Begin To Establish Rapport With Clients In The Health Care Setting Identify Personal Values And Beliefs As They Relate To The Delivery Of Nursing Care To Include End Of Life Care
Nursing,Primary Health Care and Nursing Practices,Critically Review The Role Of The Nurse In Primary Care Settings Within A Primary Health Care Framework Demonstrate Knowledge And Skills Required To Support Vulnerable Populations Within A Variety Of Primary Care Settings Demonstrate Critical Thinking Skills For Safe And Competent Nursing Practice In Primary Care Settings Investigate Approaches Used To Work With The Consumer And Other Health Professionals To Provide Patient-Centred Care In Primary Care Settings Critically Review The Role Of The Nurse In Primary Care Settings Within A Primary Health Care Framework Demonstrate Knowledge And Skills Required To Support Vulnerable Populations Within A Variety Of Primary Care Settings Demonstrate Critical Thinking Skills For Safe And Competent Nursing Practice In Primary Care Settings Investigate Approaches Used To Work With The Consumer And Other Health Professionals To Provide Patient-Centred Care In Primary Care Settings
